Date,Close,High,Low,Open,Volume
2025-01-27,21.989999771118164,23.0,21.75,22.5,5295229
2025-01-28,21.260000228881836,22.290000915527344,20.899999618530273,21.989999771118164,8374075
2025-01-29,22.399999618530273,22.68000030517578,21.260000228881836,21.260000228881836,6863590
2025-01-30,22.09000015258789,22.700000762939453,21.850000381469727,22.200000762939453,4953002
2025-01-31,22.719999313354492,22.850000381469727,21.969999313354492,22.190000534057617,3750076
2025-02-01,22.799999237060547,23.149999618530273,22.209999084472656,22.770000457763672,3742991
2025-02-03,22.489999771118164,22.690000534057617,22.049999237060547,22.450000762939453,3237950
2025-02-04,23.34000015258789,24.6299991607666,22.549999237060547,22.799999237060547,12132234
2025-02-05,23.3799991607666,23.790000915527344,23.25,23.6299991607666,5510703
2025-02-06,23.149999618530273,23.6200008392334,23.010000228881836,23.56999969482422,3831510
2025-02-07,23.260000228881836,23.68000030517578,22.549999237060547,23.239999771118164,7836148
2025-02-10,22.239999771118164,23.309999465942383,22.049999237060547,23.260000228881836,4171867
2025-02-11,20.860000610351562,22.31999969482422,20.799999237060547,22.31999969482422,7888891
2025-02-12,20.56999969482422,20.989999771118164,19.920000076293945,20.850000381469727,9861258
2025-02-13,20.329999923706055,20.989999771118164,20.200000762939453,20.670000076293945,5360494
2025-02-14,19.639999389648438,20.450000762939453,19.399999618530273,20.329999923706055,6665562
2025-02-17,19.489999771118164,19.8700008392334,19.0,19.489999771118164,8225263
2025-02-18,18.639999389648438,19.559999465942383,18.40999984741211,19.489999771118164,9223560
2025-02-19,20.350000381469727,20.459999084472656,18.540000915527344,18.649999618530273,9606784
2025-02-20,20.479999542236328,20.979999542236328,20.030000686645508,20.25,5756418
2025-02-21,19.8799991607666,20.90999984741211,19.790000915527344,20.399999618530273,6000059
2025-02-24,19.540000915527344,19.84000015258789,19.209999084472656,19.549999237060547,4160197
2025-02-25,19.219999313354492,19.84000015258789,19.190000534057617,19.540000915527344,3131424
2025-02-27,18.600000381469727,19.450000762939453,18.520000457763672,19.3700008392334,6294849
2025-02-28,18.18000030517578,18.59000015258789,17.799999237060547,18.59000015258789,8412722
2025-03-03,18.0,18.489999771118164,17.280000686645508,18.190000534057617,12647670
2025-03-04,18.43000030517578,18.59000015258789,17.6200008392334,17.84000015258789,7081479
2025-03-05,18.940000534057617,19.139999389648438,18.399999618530273,18.43000030517578,6207014
2025-03-06,19.059999465942383,19.709999084472656,19.010000228881836,19.200000762939453,5000033
2025-03-07,19.43000030517578,19.719999313354492,18.899999618530273,19.09000015258789,6274801
2025-03-10,18.600000381469727,19.700000762939453,18.510000228881836,19.450000762939453,9111878
2025-03-11,18.6299991607666,18.899999618530273,18.110000610351562,18.25,11528710
2025-03-12,18.06999969482422,18.899999618530273,17.950000762939453,18.729999542236328,9294910
2025-03-13,17.950000762939453,18.43000030517578,17.829999923706055,18.15999984741211,9551832
2025-03-17,17.309999465942383,18.260000228881836,17.200000762939453,18.0,17161507
2025-03-18,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,0
2025-03-19,18.049999237060547,18.489999771118164,17.829999923706055,17.959999084472656,15973341
2025-03-20,17.700000762939453,18.670000076293945,17.549999237060547,18.350000381469727,16860378
2025-03-21,17.90999984741211,18.450000762939453,17.6200008392334,17.860000610351562,19524107
2025-03-24,18.18000030517578,18.790000915527344,18.079999923706055,18.229999542236328,28340972
2025-03-25,17.440000534057617,18.459999084472656,17.309999465942383,18.459999084472656,32068204
2025-03-26,17.040000915527344,17.65999984741211,16.959999084472656,17.440000534057617,14904795
2025-03-27,17.059999465942383,17.559999465942383,16.799999237060547,17.100000381469727,29890961
2025-03-28,16.549999237060547,17.739999771118164,16.5,17.149999618530273,15675229
2025-04-01,17.239999771118164,17.3700008392334,16.600000381469727,16.600000381469727,9922484
2025-04-02,17.270000457763672,17.3700008392334,16.75,17.3700008392334,7285917
2025-04-03,17.520000457763672,17.56999969482422,16.950000762939453,17.049999237060547,7612860
2025-04-04,16.68000030517578,17.670000076293945,16.510000228881836,17.549999237060547,11028204
2025-04-07,15.720000267028809,16.0,15.25,16.0,16560376
2025-04-08,16.18000030517578,16.420000076293945,15.75,16.329999923706055,7870576
2025-04-09,16.059999465942383,16.149999618530273,15.800000190734863,16.149999618530273,5133535
2025-04-11,16.25,16.889999389648438,16.200000762939453,16.860000610351562,9054103
2025-04-15,17.420000076293945,17.469999313354492,16.420000076293945,16.6299991607666,14009480
2025-04-16,17.3799991607666,17.59000015258789,17.25,17.450000762939453,6289529
2025-04-17,17.65999984741211,17.780000686645508,17.25,17.34000015258789,8972770
2025-04-21,18.010000228881836,18.100000381469727,17.43000030517578,17.780000686645508,8107740
2025-04-22,18.299999237060547,18.549999237060547,17.81999969482422,18.06999969482422,8706667
2025-04-23,18.1200008392334,18.479999542236328,17.780000686645508,18.389999389648438,8507469
2025-04-24,18.34000015258789,18.559999465942383,17.989999771118164,18.149999618530273,8956907
2025-04-25,17.510000228881836,18.40999984741211,17.219999313354492,18.350000381469727,10649809
